start_time;end_time;duration_ms;direction_class;speedA;speedB;GPIO1;GPIO2;GPIO3;GPIO4
1751443294258;1751443294377;119;stop;0;50;0;0;0;0
1751443294377;1751443294619;242;stop;50;50;0;0;0;0
1751443294837;1751443295126;289;stop;50;50;0;0;0;0
1751443296471;1751443296588;117;stop;0;50;0;0;0;0
1751443300984;1751443301098;114;stop;0;50;0;0;0;0
1751443301098;1751443301246;148;stop;50;50;0;0;0;0
1751443302818;1751443302927;109;stop;0;50;0;0;0;0
1751443305742;1751443305851;109;stop;0;50;0;0;0;0
1751443306731;1751443306853;122;stop;50;50;0;0;0;0
1751443306853;1751443307125;272;stop;0;50;0;0;0;0
1751443309585;1751443309761;176;stop;0;50;0;0;0;0
1751443310716;1751443310903;187;stop;50;50;0;0;0;0
1751443311711;1751443311824;113;stop;0;50;0;0;0;0
1751443313425;1751443313716;291;stop;50;50;0;0;0;0
1751443313716;1751443313883;167;stop;0;50;0;0;0;0
1751443317751;1751443317866;115;stop;0;50;0;0;0;0
1751443319433;1751443319574;141;stop;50;50;0;0;0;0
1751443319574;1751443319826;252;stop;0;50;0;0;0;0
1751443324225;1751443324460;235;stop;60;60;0;0;0;0
1751443324460;1751443324562;102;stop;60;0;0;0;0;0
1751443326158;1751443326298;140;stop;60;60;0;0;0;0
1751443328367;1751443328643;276;stop;0;60;0;0;0;0
1751443329899;1751443330140;241;stop;60;60;0;0;0;0
1751443334089;1751443334202;113;stop;0;60;0;0;0;0
1751443334202;1751443334433;231;stop;60;60;0;0;0;0
1751443335806;1751443335956;150;stop;60;60;0;0;0;0
1751443335956;1751443336185;229;stop;0;60;0;0;0;0
1751443337750;1751443337986;236;stop;60;60;0;0;0;0
1751443339040;1751443339297;257;stop;60;0;0;0;0;0
1751443339543;1751443339673;130;stop;60;0;0;0;0;0
1751443339673;1751443339840;167;stop;60;60;0;0;0;0
1751443340329;1751443340505;176;stop;60;60;0;0;0;0
1751443340505;1751443340610;105;stop;0;60;0;0;0;0
1751443341390;1751443341506;116;stop;0;60;0;0;0;0
1751443341506;1751443341720;214;stop;60;60;0;0;0;0
1751443341896;1751443342169;273;stop;60;60;0;0;0;0
1751443342169;1751443342288;119;stop;0;60;0;0;0;0
1751443343312;1751443343426;114;stop;0;60;0;0;0;0
1751443343426;1751443343635;209;stop;60;60;0;0;0;0
1751443344553;1751443344731;178;stop;0;60;0;0;0;0
1751443346001;1751443346142;141;stop;0;60;0;0;0;0
1751443346142;1751443346325;183;stop;60;60;0;0;0;0
1751443346710;1751443346835;125;stop;60;60;0;0;0;0
1751443346835;1751443346950;115;stop;60;0;0;0;0;0
1751443347470;1751443347590;120;stop;60;0;0;0;0;0
1751443347590;1751443347848;258;stop;60;60;0;0;0;0
1751443348936;1751443349216;280;stop;60;0;0;0;0;0
1751443349825;1751443350105;280;stop;60;0;0;0;0;0
1751443350329;1751443350445;116;stop;60;0;0;0;0;0
1751443350445;1751443350686;241;stop;60;60;0;0;0;0
1751443350943;1751443351052;109;stop;60;60;0;0;0;0
1751443351052;1751443351213;161;stop;0;60;0;0;0;0
1751443352751;1751443352999;248;stop;60;60;0;0;0;0
1751443353320;1751443353477;157;stop;60;60;0;0;0;0
1751443353477;1751443353619;142;stop;60;0;0;0;0;0
1751443356891;1751443357086;195;stop;0;60;0;0;0;0
1751443358829;1751443359126;297;stop;0;60;0;0;0;0
1751443359849;1751443359971;122;stop;0;60;0;0;0;0
1751443361620;1751443361790;170;stop;60;0;0;0;0;0
1751443361790;1751443362066;276;stop;60;60;0;0;0;0
1751443366476;1751443366603;127;stop;60;0;0;0;0;0
1751443368536;1751443368720;184;stop;60;60;0;0;0;0
1751443368720;1751443368934;214;stop;0;60;0;0;0;0
1751443372731;1751443372947;216;stop;0;60;0;0;0;0
1751443375394;1751443375549;155;stop;60;60;0;0;0;0
1751443377816;1751443378092;276;stop;60;0;0;0;0;0
1751443378917;1751443379046;129;stop;60;0;0;0;0;0
1751443381938;1751443382217;279;stop;0;60;0;0;0;0
1751443384719;1751443384846;127;stop;60;60;0;0;0;0
